"","forcedchoice","fox","msnbc","entertainment","med_pref","med_choice","actions_discuss","fair_4","friendly_4","good_4","quarrel_4","balanced_4","oneside_4","american_4","accurate_4","party1","party4"
"1673",0,NA,NA,NA,4,4,3,3,3,3,5,3,5,2,3,1,NA
"1674",1,NA,NA,1,2,NA,2,2,2,2,4,2,3,4,2,3,2
"1675",1,NA,1,NA,4,NA,4,5,5,4,2,6,5,4,4,1,NA
"1676",1,1,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,4,3
"1677",0,NA,NA,NA,2,1,4,5,5,4,4,2,2,4,6,3,2
"1678",1,NA,1,NA,1,NA,4,5,5,5,3,5,1,4,4,2,NA
"1679",0,NA,NA,NA,2,2,2,1,1,1,7,1,7,1,1,1,NA
"1680",0,NA,NA,NA,1,4,4,3,4,5,4,4,4,3,3,3,3
"1681",1,NA,NA,1,3,NA,4,4,4,4,4,4,4,4,4,3,1
"1682",1,NA,1,NA,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"1683",1,NA,NA,1,4,NA,3,1,3,1,7,4,4,1,1,3,3
"1684",1,NA,1,NA,4,NA,3,2,3,3,4,3,5,2,1,1,NA
"1685",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"1686",1,NA,NA,1,2,NA,2,1,1,1,1,1,1,1,1,1,NA
"1687",0,NA,NA,NA,3,3,3,2,2,1,6,3,4,4,3,2,NA
"1688",0,NA,NA,NA,2,2,2,1,1,1,4,2,5,1,1,1,NA
"1689",1,NA,1,NA,4,NA,3,4,1,1,3,2,4,1,1,3,2
"1690",0,NA,NA,NA,3,3,2,3,3,3,4,3,4,3,3,1,NA
"1691",0,NA,NA,NA,4,2,3,3,3,3,4,3,5,3,4,3,1
"1692",1,1,NA,NA,1,NA,2,3,4,4,4,4,4,4,4,3,2
"1693",1,NA,NA,1,2,NA,4,3,3,3,3,NA,6,3,5,2,NA
"1694",1,1,NA,NA,3,NA,4,3,3,3,5,3,5,2,4,3,1
"1695",0,NA,NA,NA,1,1,3,3,4,3,3,3,4,3,3,2,NA
"1696",0,NA,NA,NA,4,1,2,2,2,2,2,2,2,1,1,1,NA
"1697",0,NA,NA,NA,4,4,4,2,2,3,4,4,4,4,2,4,3
"1698",1,NA,NA,1,2,NA,1,1,2,2,2,1,3,2,3,1,NA
"1699",1,NA,NA,1,4,NA,2,4,3,3,5,4,4,4,3,3,3
"1700",0,NA,NA,NA,1,1,4,3,5,3,3,3,4,1,1,3,3
"1701",1,NA,1,NA,3,NA,4,3,5,3,3,3,5,3,3,1,NA
"1702",0,NA,NA,NA,4,4,3,3,1,3,4,3,5,1,4,3,2
"1703",1,NA,1,NA,1,NA,1,1,1,2,2,1,2,1,2,1,NA
"1704",1,1,NA,NA,4,NA,2,2,3,3,3,1,3,3,3,1,NA
"1705",0,NA,NA,NA,4,4,4,3,3,3,5,3,4,4,4,3,3
"1706",0,NA,NA,NA,4,4,1,1,4,4,4,1,4,4,1,4,3
"1707",1,1,NA,NA,4,NA,3,3,4,3,2,3,3,2,3,3,3
"1708",0,NA,NA,NA,3,3,4,3,3,3,4,3,5,4,3,1,NA
"1709",1,1,NA,NA,4,NA,3,3,5,4,4,5,3,4,3,1,NA
"1710",0,NA,NA,NA,3,4,3,3,4,4,4,4,5,1,4,1,NA
"1711",0,NA,NA,NA,2,2,2,3,4,2,2,3,2,3,1,1,NA
"1712",1,1,NA,NA,4,NA,3,3,5,4,4,4,4,3,4,4,3
"1713",1,NA,NA,1,4,NA,1,4,4,4,4,4,4,4,1,1,NA
"1714",0,NA,NA,NA,2,2,3,3,4,3,4,4,5,3,5,1,NA
"1715",1,NA,1,NA,4,NA,4,3,3,4,4,4,4,4,4,3,2
"1716",0,NA,NA,NA,1,1,3,2,5,4,4,4,5,3,2,2,NA
"1717",0,NA,NA,NA,1,1,2,1,4,2,5,2,4,2,2,2,NA
"1718",0,NA,NA,NA,4,4,2,1,1,1,5,1,6,1,1,1,NA
"1719",0,NA,NA,NA,2,2,1,3,4,3,4,4,5,3,3,3,3
"1720",1,1,NA,NA,1,NA,1,1,1,1,7,1,1,1,1,2,NA
"1721",1,1,NA,NA,4,NA,4,7,5,6,1,7,1,7,6,1,NA
"1722",0,NA,NA,NA,1,1,2,3,3,3,4,3,4,3,3,2,NA
"1723",0,NA,NA,NA,3,1,1,1,2,3,3,1,2,1,1,3,3
"1724",0,NA,NA,NA,3,3,3,2,2,2,6,2,5,4,3,1,NA
"1725",1,NA,NA,1,1,NA,4,4,3,4,5,4,4,4,4,3,1
"1726",1,1,NA,NA,4,NA,3,3,3,5,5,3,3,3,3,1,NA
"1727",1,NA,NA,1,4,NA,3,3,3,3,5,4,5,3,3,3,2
"1728",1,NA,NA,1,1,NA,2,3,2,3,4,3,5,3,4,2,NA
"1729",1,NA,NA,1,3,NA,4,3,2,4,5,2,5,4,4,1,NA
"1730",1,NA,1,NA,3,NA,3,1,1,1,5,1,2,1,2,1,NA
"1731",1,NA,NA,1,3,NA,2,2,2,2,2,1,2,1,2,1,NA
"1732",1,NA,1,NA,1,NA,3,3,5,1,3,3,5,2,2,1,NA
"1733",0,NA,NA,NA,4,4,2,1,2,1,4,2,4,1,2,1,NA
"1734",1,1,NA,NA,3,NA,3,3,4,3,3,3,5,3,3,3,1
"1735",1,NA,1,NA,4,NA,2,3,4,2,3,4,3,2,3,1,NA
"1736",0,NA,NA,NA,4,4,3,2,2,2,6,4,4,3,2,1,NA
"1737",0,NA,NA,NA,4,4,2,2,1,1,5,3,5,1,2,3,3
"1738",0,NA,NA,NA,1,1,4,1,1,1,5,1,5,1,7,2,NA
"1739",1,1,NA,NA,3,NA,3,5,3,5,5,3,3,3,3,1,NA
"1740",0,NA,NA,NA,4,4,3,1,1,1,7,1,7,1,1,1,NA
"1741",0,NA,NA,NA,1,1,3,7,5,4,3,6,2,4,3,1,NA
"1742",1,NA,1,NA,4,NA,2,1,2,1,1,2,2,2,1,1,NA
"1743",0,NA,NA,NA,4,4,3,3,3,2,7,1,5,3,3,1,NA
"1744",1,NA,1,NA,2,NA,2,1,2,3,2,2,2,2,2,1,NA
"1745",1,1,NA,NA,4,NA,1,1,4,1,1,4,2,1,1,3,2
"1746",0,NA,NA,NA,3,3,7,2,3,3,6,3,4,4,4,2,NA
"1747",1,NA,1,NA,2,NA,2,1,1,2,6,1,6,1,1,1,NA
"1748",1,1,NA,NA,2,NA,1,1,1,1,2,1,2,1,1,1,NA
"1749",1,NA,NA,1,4,NA,3,3,3,3,5,3,5,3,3,2,NA
"1750",1,1,NA,NA,2,NA,3,4,3,4,4,4,4,3,4,3,2
"1751",1,1,NA,NA,4,NA,4,5,6,4,2,6,2,4,4,3,2
"1752",0,NA,NA,NA,4,4,4,4,4,5,5,4,5,5,4,1,NA
"1753",0,NA,NA,NA,3,3,1,1,1,1,7,1,7,1,1,1,NA
"1754",1,NA,NA,1,4,NA,3,2,3,4,4,4,3,2,3,2,NA
"1755",1,1,NA,NA,1,NA,3,3,4,3,4,3,4,1,3,3,1
"1756",1,NA,1,NA,2,NA,3,4,4,4,4,4,4,4,4,1,NA
"1757",0,NA,NA,NA,3,3,4,2,1,4,6,4,4,4,4,1,NA
"1758",0,NA,NA,NA,2,2,2,4,5,3,5,5,3,4,2,2,NA
"1759",1,NA,1,NA,3,NA,1,6,5,7,2,7,7,5,6,3,3
"1760",1,NA,NA,1,2,NA,1,3,3,4,6,3,5,2,3,3,2
"1761",1,NA,1,NA,4,NA,3,5,4,6,3,6,1,3,5,2,NA
"1762",1,1,NA,NA,4,NA,3,4,5,3,3,5,3,3,4,4,1
"1763",1,NA,NA,1,1,NA,4,4,3,3,3,4,4,7,2,3,2
"1764",1,NA,NA,1,1,NA,2,4,5,5,4,5,2,1,4,1,NA
"1765",0,NA,NA,NA,3,3,4,4,3,2,5,4,6,4,4,1,NA
"1766",0,NA,NA,NA,2,2,3,3,3,4,2,3,5,3,5,1,NA
"1767",0,NA,NA,NA,2,1,1,1,5,1,2,1,1,1,1,1,NA
"1768",1,NA,NA,1,4,NA,4,3,3,3,4,3,4,4,4,3,3
"1769",0,NA,NA,NA,3,3,3,2,3,1,2,1,5,1,2,3,2
"1770",1,NA,1,NA,4,NA,3,5,4,5,4,4,4,4,4,3,3
"1771",0,NA,NA,NA,2,2,2,4,4,4,3,4,4,4,3,3,3
"1772",0,NA,NA,NA,1,1,1,1,4,1,1,1,1,1,3,1,NA
"1773",1,1,NA,NA,4,NA,2,2,4,1,4,4,5,2,2,2,NA
"1774",0,NA,NA,NA,3,3,1,1,1,1,7,3,5,5,3,1,NA
"1775",1,1,NA,NA,1,NA,4,1,1,1,1,4,1,1,1,2,NA
"1776",0,NA,NA,NA,3,3,2,1,3,3,7,4,5,1,3,3,2
"1777",1,1,NA,NA,3,NA,2,4,3,3,3,1,3,2,2,1,NA
"1778",0,NA,NA,NA,4,4,1,1,1,1,7,1,7,1,1,2,NA
"1779",1,NA,NA,1,2,NA,2,1,2,3,2,4,4,2,3,2,NA
"1780",0,NA,NA,NA,4,4,3,4,4,4,3,6,3,5,4,1,NA
"1781",0,NA,NA,NA,4,4,2,3,1,4,5,3,5,3,3,2,NA
"1782",1,1,NA,NA,4,NA,1,4,4,1,4,1,4,1,4,2,NA
"1783",0,NA,NA,NA,1,1,1,1,5,1,3,4,5,1,1,2,NA
"1784",1,NA,1,NA,4,NA,3,3,3,3,4,4,4,2,3,2,NA
"1785",0,NA,NA,NA,4,4,3,3,3,3,4,3,4,3,2,1,NA
"1786",1,NA,1,NA,4,NA,2,3,6,4,3,5,3,3,3,2,NA
"1787",1,NA,NA,1,3,NA,4,2,2,3,5,4,4,5,3,2,NA
"1788",0,NA,NA,NA,4,4,4,2,1,4,4,3,4,1,2,2,NA
"1789",0,NA,NA,NA,4,4,4,3,3,4,5,3,4,3,3,1,NA
"1790",0,NA,NA,NA,4,1,2,4,3,3,6,2,2,4,2,2,NA
"1791",1,NA,1,NA,1,NA,3,1,1,1,1,1,1,1,1,1,NA
"1792",0,NA,NA,NA,3,3,3,3,4,3,4,3,5,5,3,2,NA
"1793",1,1,NA,NA,2,NA,4,4,4,3,4,3,4,2,3,2,NA
"1794",1,NA,NA,1,4,NA,4,3,3,4,3,4,5,5,3,1,NA
"1795",0,NA,NA,NA,2,2,2,3,3,2,2,4,4,3,3,1,NA
"1796",1,1,NA,NA,1,NA,3,3,4,3,3,3,5,3,3,2,NA
"1797",1,NA,1,NA,4,NA,2,6,5,5,3,6,1,2,6,3,3
"1798",1,NA,NA,1,3,NA,3,5,3,4,4,4,4,3,4,1,NA
"1799",0,NA,NA,NA,1,1,4,3,5,1,3,3,3,1,1,3,1
"1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1801",1,NA,NA,1,4,NA,4,4,2,4,7,4,4,2,2,1,NA
"1802",0,NA,NA,NA,4,4,3,4,4,4,4,4,4,4,3,3,2
"1803",1,1,NA,NA,4,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,4,3
"1804",0,NA,NA,NA,2,2,1,3,1,1,4,5,5,1,1,1,NA
"1805",0,NA,NA,NA,1,1,2,2,2,1,2,2,2,1,1,1,NA
"1806",0,NA,NA,NA,3,3,2,2,2,2,7,3,4,4,3,1,NA
"1807",1,1,NA,NA,3,NA,1,1,6,6,5,5,3,1,3,2,NA
"1808",0,NA,NA,NA,3,3,4,1,1,2,6,1,5,5,2,1,NA
"1809",0,NA,NA,NA,3,3,1,1,1,1,7,3,7,1,1,1,NA
"1810",1,NA,1,NA,3,NA,4,5,7,6,1,5,1,1,4,3,1
"1811",0,NA,NA,NA,4,4,4,3,3,3,4,3,5,1,2,3,2
"1812",1,NA,NA,1,1,NA,4,3,4,3,5,4,5,3,3,3,1
"1813",0,NA,NA,NA,1,1,4,1,4,2,5,3,5,1,1,2,NA
"1814",0,NA,NA,NA,4,4,3,1,1,2,7,4,4,5,1,3,3
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",0,NA,NA,NA,4,4,3,3,2,3,6,2,4,3,6,1,NA
"1817",0,NA,NA,NA,4,4,4,1,1,2,6,1,7,2,2,1,NA
"1818",1,1,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,3,3
"1819",0,NA,NA,NA,2,2,3,3,4,4,3,3,4,3,4,1,NA
"1820",1,NA,NA,1,4,NA,4,4,3,4,4,4,5,4,4,1,NA
"1821",1,1,NA,NA,4,NA,3,1,1,1,7,1,7,1,5,2,NA
"1822",1,1,NA,NA,4,NA,2,3,5,3,3,4,4,3,3,1,NA
"1823",1,NA,1,NA,1,NA,2,5,6,5,2,6,1,2,4,2,NA
"1824",0,NA,NA,NA,4,4,2,1,4,4,4,1,4,4,1,4,2
"1825",0,NA,NA,NA,1,1,3,2,5,2,3,3,2,3,2,2,NA
"1826",1,1,NA,NA,3,NA,4,6,4,4,4,3,5,2,4,1,NA
"1827",0,NA,NA,NA,1,1,2,3,2,4,3,3,3,3,5,1,NA
"1828",1,NA,1,NA,4,NA,3,4,4,4,4,4,3,4,4,3,3
"1829",0,NA,NA,NA,1,1,1,3,3,3,5,3,3,3,3,1,NA
"1830",1,NA,1,NA,3,NA,2,4,1,3,4,4,4,3,2,3,3
"1831",1,NA,NA,1,4,NA,3,4,4,4,5,4,4,4,3,1,NA
"1832",0,NA,NA,NA,3,3,2,1,1,3,7,3,4,4,1,4,3
"1833",0,NA,NA,NA,2,2,1,1,1,1,5,1,5,1,1,1,NA
"1834",1,NA,NA,1,4,NA,4,3,4,4,4,4,4,3,3,3,3
"1835",0,NA,NA,NA,4,4,3,1,1,1,6,1,6,1,1,2,NA
"1836",0,NA,NA,NA,3,3,4,4,3,4,4,4,5,5,3,1,NA
"1837",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1838",0,NA,NA,NA,4,4,2,3,3,4,3,3,4,1,3,1,NA
"1839",1,1,NA,NA,2,NA,2,2,2,2,6,2,6,2,6,1,NA
"1840",1,NA,NA,1,4,NA,3,3,4,4,3,3,4,4,3,1,NA
"1841",1,1,NA,NA,2,NA,3,3,4,4,2,4,1,4,2,1,NA
"1842",1,1,NA,NA,4,NA,4,6,4,4,2,5,1,4,6,3,3
"1843",0,NA,NA,NA,4,4,3,4,1,4,7,4,7,4,1,2,NA
"1844",0,NA,NA,NA,3,3,4,3,3,4,4,3,5,4,3,3,3
"1845",1,NA,1,NA,1,NA,3,4,4,4,4,4,4,4,4,3,2
"1846",1,NA,NA,1,4,NA,2,2,2,2,5,2,5,2,2,3,3
"1847",0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,2,3,3
"1848",1,1,NA,NA,4,NA,3,4,4,4,2,3,2,3,3,2,NA
"1849",1,NA,1,NA,4,NA,4,4,4,4,3,5,3,3,4,2,NA
"1850",1,NA,1,NA,2,NA,3,4,4,4,4,4,4,3,3,1,NA
"1851",0,NA,NA,NA,4,4,2,1,1,2,2,2,2,2,2,1,NA
"1852",0,NA,NA,NA,4,4,4,4,1,2,5,4,4,3,3,2,NA
"1853",0,NA,NA,NA,2,2,4,1,1,3,3,4,4,1,3,1,NA
"1854",1,1,NA,NA,1,NA,1,1,4,1,4,1,4,1,1,3,3
"1855",1,NA,NA,1,3,NA,4,4,3,4,5,3,4,4,3,1,NA
"1856",0,NA,NA,NA,3,3,4,3,2,2,4,3,4,6,3,1,NA
"1857",0,NA,NA,NA,1,1,2,4,3,2,4,4,6,2,5,2,NA
"1858",1,NA,1,NA,1,NA,3,5,5,4,3,5,3,4,5,2,NA
"1859",0,NA,NA,NA,1,1,2,3,5,4,3,3,5,3,4,2,NA
"1860",1,NA,1,NA,1,NA,4,3,5,4,3,5,2,2,3,1,NA
"1861",0,NA,NA,NA,4,1,3,3,5,3,4,3,4,4,3,4,3
"1862",0,NA,NA,NA,2,2,1,1,4,1,4,1,1,1,1,1,NA
"1863",1,1,NA,NA,3,NA,4,7,7,7,7,7,1,4,7,1,NA
"1864",0,NA,NA,NA,4,4,3,3,3,5,6,3,5,3,3,1,NA
"1865",0,NA,NA,NA,3,3,2,1,1,1,6,3,7,3,3,1,NA
"1866",0,NA,NA,NA,2,2,4,1,4,6,3,2,5,2,3,1,NA
"1867",1,1,NA,NA,4,NA,4,4,6,4,2,4,2,4,4,2,NA
"1868",1,NA,NA,1,1,NA,3,4,3,4,3,4,3,3,4,1,NA
"1869",0,NA,NA,NA,1,1,2,3,3,3,5,3,5,3,3,1,NA
"1870",0,NA,NA,NA,2,1,3,2,3,1,1,4,2,2,2,3,1
"1871",0,NA,NA,NA,4,1,1,1,1,1,1,1,1,1,1,1,NA
"1872",1,NA,1,NA,4,NA,2,6,7,5,1,7,1,4,4,1,NA
"1873",1,NA,1,NA,3,NA,2,4,5,4,3,5,5,3,3,1,NA
"1874",0,NA,NA,NA,3,3,2,2,1,1,7,3,5,4,1,3,2
"1875",1,1,NA,NA,4,NA,4,4,5,4,4,4,3,4,4,2,NA
"1876",1,NA,1,NA,3,NA,4,4,5,4,3,5,3,4,4,3,3
"1877",0,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,1,NA
"1878",1,NA,NA,1,3,NA,1,1,1,1,7,1,7,4,1,1,NA
"1879",1,NA,NA,1,4,NA,2,4,1,3,6,6,5,2,7,1,NA
"1880",0,NA,NA,NA,4,4,3,4,2,2,4,4,4,1,3,4,3
"1881",0,NA,NA,NA,2,1,4,3,1,2,3,2,2,1,1,1,NA
"1882",0,NA,NA,NA,1,1,4,4,4,4,4,4,4,3,3,1,NA
"1883",0,NA,NA,NA,4,4,7,5,2,3,5,5,5,5,3,3,3
"1884",0,NA,NA,NA,3,3,1,3,3,2,2,3,2,3,2,2,NA
"1885",1,NA,1,NA,4,NA,4,4,4,6,3,6,1,4,5,3,1
"1886",1,NA,NA,1,2,NA,1,1,3,2,4,4,3,2,2,3,1
"1887",1,1,NA,NA,2,NA,4,5,5,5,2,5,2,3,5,1,NA
"1888",0,NA,NA,NA,1,4,2,4,4,4,5,5,3,3,4,3,1
"1889",0,NA,NA,NA,1,2,2,3,4,3,3,4,4,3,4,2,NA
"1890",0,NA,NA,NA,1,1,4,5,5,4,3,5,4,4,4,1,NA
"1891",1,1,NA,NA,4,NA,3,5,4,3,3,3,5,2,3,1,NA
"1892",0,NA,NA,NA,4,4,7,5,3,5,5,4,3,3,3,1,NA
"1893",0,NA,NA,NA,1,2,2,2,1,1,1,2,2,2,2,2,NA
"1894",1,1,NA,NA,1,NA,2,1,3,2,3,4,4,2,3,2,NA
"1895",0,NA,NA,NA,1,1,4,4,4,4,4,4,4,4,4,3,1
"1896",0,NA,NA,NA,2,2,4,4,4,4,4,4,3,3,4,3,3
"1897",1,NA,1,NA,1,NA,2,4,4,2,1,3,4,1,1,1,NA
"1898",1,NA,1,NA,4,NA,4,3,3,3,5,4,4,3,3,2,NA
"1899",1,1,NA,NA,4,NA,3,3,5,4,2,6,3,3,3,3,3
"1900",0,NA,NA,NA,3,3,3,3,1,2,6,3,5,3,2,4,1
"1901",1,NA,1,NA,3,NA,2,6,4,6,4,7,1,5,5,2,NA
"1902",0,NA,NA,NA,4,4,4,1,1,1,7,1,5,1,1,3,3
"1903",1,NA,NA,1,4,NA,4,3,2,3,5,3,5,3,4,1,NA
"1904",1,NA,NA,1,4,NA,3,3,2,3,5,3,4,4,3,2,NA
"1905",1,NA,NA,1,1,NA,7,4,4,4,4,4,4,4,4,3,3
"1906",0,NA,NA,NA,2,2,1,1,4,1,4,4,7,1,1,1,NA
"1907",0,NA,NA,NA,2,2,1,3,1,2,3,3,2,2,2,1,NA
"1908",1,NA,NA,1,4,NA,3,3,1,3,5,3,4,1,3,1,NA
"1909",1,NA,NA,1,4,NA,4,3,2,4,5,4,5,4,3,2,NA
"1910",0,NA,NA,NA,4,4,3,2,3,3,7,3,4,3,3,1,NA
"1911",1,1,NA,NA,1,NA,4,5,4,4,4,5,4,4,4,1,NA
"1912",0,NA,NA,NA,4,4,4,3,3,2,6,3,6,3,6,2,NA
"1913",1,NA,NA,1,4,NA,4,4,3,4,4,3,4,5,3,2,NA
"1914",0,NA,NA,NA,1,1,2,5,4,3,3,3,4,4,3,2,NA
"1915",1,NA,1,NA,2,NA,2,3,3,2,3,4,4,3,3,1,NA
"1916",1,1,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,2,NA
"1917",1,NA,NA,1,4,NA,2,6,6,6,6,6,1,6,2,1,NA
"1918",0,NA,NA,NA,1,1,3,4,4,4,4,4,4,4,4,1,NA
"1919",0,NA,NA,NA,2,2,3,2,4,1,3,3,5,1,2,1,NA
"1920",0,NA,NA,NA,3,3,3,3,2,3,5,4,4,4,4,1,NA
"1921",1,1,NA,NA,2,NA,4,7,7,7,1,7,1,6,7,1,NA
"1922",1,NA,NA,1,1,NA,2,3,3,3,4,3,4,3,3,1,NA
"1923",0,NA,NA,NA,2,2,2,4,4,4,6,4,4,1,1,3,3
"1924",0,NA,NA,NA,4,4,1,2,1,1,1,2,1,1,1,3,3
"1925",0,NA,NA,NA,1,1,2,2,4,4,3,3,5,3,3,3,3
"1926",0,NA,NA,NA,3,1,4,5,5,6,3,7,1,4,5,1,NA
"1927",1,1,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,3,2
"1928",1,NA,1,NA,1,NA,2,5,3,7,6,6,7,3,4,1,NA
"1929",0,NA,NA,NA,4,4,4,4,3,4,4,4,5,3,3,3,3
"1930",1,1,NA,NA,1,NA,1,1,4,1,5,1,7,1,1,2,NA
"1931",1,NA,1,NA,3,NA,4,4,4,4,4,4,4,4,4,1,NA
"1932",1,1,NA,NA,4,NA,2,2,3,3,5,2,5,1,2,3,3
"1933",0,NA,NA,NA,4,4,3,2,1,3,6,1,6,2,1,3,3
"1934",1,NA,NA,1,4,NA,4,1,1,3,7,3,5,4,1,2,NA
"1935",1,NA,1,NA,1,NA,3,4,4,4,4,4,4,4,4,1,NA
"1936",1,NA,NA,1,4,NA,3,3,3,2,5,4,6,4,2,2,NA
"1937",0,NA,NA,NA,1,2,1,3,3,1,6,1,4,1,1,1,NA
"1938",0,NA,NA,NA,1,1,1,2,5,4,2,4,2,3,2,1,NA
"1939",0,NA,NA,NA,4,4,4,4,4,4,5,4,4,3,4,1,NA
"1940",1,NA,NA,1,4,NA,4,3,3,4,5,4,4,4,4,3,3
"1941",0,NA,NA,NA,2,4,3,3,3,3,4,3,5,4,4,4,3
"1942",0,NA,NA,NA,2,2,4,3,2,3,3,3,5,3,3,1,NA
"1943",0,NA,NA,NA,4,4,3,7,1,1,7,1,4,1,1,3,3
"1944",1,1,NA,NA,4,NA,4,4,4,4,4,4,4,4,4,2,NA
"1945",0,NA,NA,NA,3,3,4,3,3,4,7,3,5,4,3,3,3
"1946",1,NA,1,NA,3,NA,2,1,5,3,3,5,3,3,3,3,1
"1947",0,NA,NA,NA,4,4,3,3,3,4,5,4,4,4,3,3,3
"1948",1,1,NA,NA,4,NA,3,3,3,2,4,3,5,3,3,2,NA
"1949",0,NA,NA,NA,4,4,3,3,3,4,4,3,5,3,3,2,NA
"1950",0,NA,NA,NA,3,1,4,7,7,1,1,7,1,7,7,3,3
"1951",0,NA,NA,NA,3,4,4,3,2,3,4,3,4,3,3,1,NA
"1952",1,1,NA,NA,3,NA,4,4,4,4,4,4,4,4,4,4,3
"1953",0,NA,NA,NA,4,4,1,4,7,5,6,5,6,6,6,2,NA
"1954",1,NA,1,NA,1,NA,1,3,3,1,3,2,6,1,1,1,NA
"1955",0,NA,NA,NA,3,2,2,2,3,2,4,3,4,5,3,1,NA
"1956",1,NA,NA,1,1,NA,2,3,1,2,6,4,4,1,1,1,NA
"1957",0,NA,NA,NA,4,4,4,4,1,5,4,4,4,2,2,1,NA
"1958",1,NA,1,NA,1,NA,4,6,5,4,3,5,2,5,2,2,NA
"1959",1,NA,NA,1,2,NA,3,1,2,2,7,3,7,1,1,1,NA
"1960",0,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,2,NA
"1961",1,1,NA,NA,4,NA,3,6,7,6,1,7,1,3,6,1,NA
"1962",0,NA,NA,NA,1,1,1,5,4,2,5,5,6,2,3,3,2
"1963",0,NA,NA,NA,4,4,4,3,3,4,5,3,4,2,3,4,3
"1964",0,NA,NA,NA,4,4,4,2,1,3,6,4,5,3,3,2,NA
"1965",1,NA,1,NA,3,NA,3,4,4,4,4,4,4,4,4,2,NA
"1966",1,1,NA,NA,4,NA,3,4,4,4,4,4,4,4,3,2,NA
"1967",1,NA,1,NA,4,NA,4,2,3,4,4,4,2,3,3,1,NA
"1968",0,NA,NA,NA,4,4,1,1,1,1,7,1,7,1,1,1,NA
"1969",1,NA,NA,1,2,NA,4,4,4,4,4,4,4,5,3,1,NA
"1970",0,NA,NA,NA,4,4,2,3,3,3,4,1,6,1,3,1,NA
"1971",1,1,NA,NA,4,NA,3,6,7,6,1,7,1,6,7,1,NA
"1972",1,1,NA,NA,4,NA,3,4,5,5,3,4,2,3,4,1,NA
"1973",1,1,NA,NA,3,NA,4,4,5,4,2,4,3,4,6,1,NA
"1974",0,NA,NA,NA,4,4,4,2,1,1,7,1,4,1,2,3,1
"1975",1,NA,1,NA,1,NA,3,7,7,6,1,7,1,5,5,2,NA
"1976",1,NA,NA,1,4,NA,1,1,1,1,7,1,7,1,1,3,3
"1977",0,NA,NA,NA,1,1,2,3,5,5,3,2,2,4,4,1,NA
"1978",1,1,NA,NA,1,NA,3,1,4,2,3,3,5,2,1,2,NA
"1979",0,NA,NA,NA,3,3,4,2,2,3,6,2,5,4,2,1,NA
"1980",1,NA,NA,1,4,NA,4,1,2,3,7,3,4,4,3,1,NA
"1981",1,NA,1,NA,1,NA,1,1,1,1,7,1,1,1,1,1,NA
"1982",0,NA,NA,NA,4,4,4,2,2,1,7,2,6,1,3,3,3
"1983",0,NA,NA,NA,1,1,4,3,4,3,4,4,5,3,3,2,NA
"1984",0,NA,NA,NA,4,4,2,3,3,3,5,3,5,3,3,3,3
"1985",1,NA,NA,1,4,NA,3,3,2,4,5,4,4,4,3,3,2
"1986",0,NA,NA,NA,2,2,3,1,1,1,4,2,4,1,1,1,NA
"1987",1,NA,NA,1,4,NA,1,1,1,1,6,4,6,4,2,1,NA
"1988",1,1,NA,NA,4,NA,4,3,5,5,3,2,3,3,3,1,NA
"1989",0,NA,NA,NA,1,1,3,7,2,1,7,1,1,1,1,3,1
"1990",1,1,NA,NA,4,NA,3,3,4,3,4,3,4,3,4,3,2
"1991",0,NA,NA,NA,1,1,2,2,4,2,5,3,4,3,3,3,3
"1992",1,NA,NA,1,4,NA,2,2,2,2,2,3,1,4,2,2,NA
"1993",0,NA,NA,NA,1,1,4,3,3,3,5,3,4,3,3,1,NA
"1994",1,1,NA,NA,4,NA,2,3,5,5,3,3,5,3,3,1,NA
"1995",1,NA,NA,1,4,NA,2,3,2,3,6,3,5,3,3,2,NA
"1996",1,NA,NA,1,4,NA,4,4,4,4,4,4,4,4,4,3,3
"1997",0,NA,NA,NA,2,2,3,1,3,1,4,3,4,1,3,1,NA
"1998",0,NA,NA,NA,3,3,1,4,3,4,5,5,4,4,4,1,NA
"1999",0,NA,NA,NA,3,3,4,2,1,5,6,4,5,1,3,1,NA
"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",1,NA,1,NA,4,NA,3,3,4,3,4,3,3,3,3,3,3
"2002",1,NA,NA,1,1,NA,4,1,2,3,7,4,4,5,4,3,2
"2003",0,NA,NA,NA,4,4,3,3,3,3,5,3,5,3,4,1,NA
"2004",1,1,NA,NA,1,NA,4,1,4,1,5,4,3,1,1,3,3
